记录年月,设备编号,设备类型,所属变电站,月平均负荷率,月最大负荷率,环境温度（℃）,油温（℃）,绕组温度（℃）,绝缘电阻（MΩ）,介质损耗角tanδ,局部放电量（pC）,SF6气体压力（MPa）,距离故障月份,故障时间,故障类型
2024-01-01,EQ-0120,隔离开关,张江110kV变电站,0.5586,0.6933,4.1,,,,,,,-3,2024-04-28 15:48:00,外力因素
2024-02-01,EQ-0120,隔离开关,张江110kV变电站,0.4827,0.5901,7.9,,,,,,,-2,2024-04-28 15:48:00,外力因素
2024-03-01,EQ-0120,隔离开关,张江110kV变电站,0.4587,0.6014,15.7,,,,,,,-1,2024-04-28 15:48:00,外力因素
2024-04-01,EQ-0120,隔离开关,张江110kV变电站,0.4243,0.5441,16.2,,,,,,,0,2024-04-28 15:48:00,外力因素
2024-02-01,EQ-0372,断路器,重庆两江220kV变电站,0.52,0.6407,5.2,,,6698.0,,,0.519,-3,2024-05-01 03:52:00,拒动/误动
2024-03-01,EQ-0372,断路器,重庆两江220kV变电站,0.472,0.6292,11.3,,,11858.0,,,0.484,-2,2024-05-01 03:52:00,拒动/误动
2024-04-01,EQ-0372,断路器,重庆两江220kV变电站,0.4791,0.6143,20.0,,,6817.0,,,0.518,-1,2024-05-01 03:52:00,拒动/误动
2024-05-01,EQ-0372,断路器,重庆两江220kV变电站,0.5405,0.6581,22.6,,,6594.0,,,0.518,0,2024-05-01 03:52:00,拒动/误动
2024-02-01,EQ-0373,断路器,重庆两江220kV变电站,0.5839,0.772,6.3,,,8787.0,,,0.474,-3,2024-05-01 09:18:00,机械故障
2024-03-01,EQ-0373,断路器,重庆两江220kV变电站,0.5196,0.6614,12.3,,,8032.0,,,0.53,-2,2024-05-01 09:18:00,机械故障
2024-04-01,EQ-0373,断路器,重庆两江220kV变电站,0.5876,0.7816,17.4,,,9830.0,,,0.473,-1,2024-05-01 09:18:00,机械故障
2024-05-01,EQ-0373,断路器,重庆两江220kV变电站,0.6007,0.7827,23.0,,,7203.0,,,0.48,0,2024-05-01 09:18:00,机械故障
2024-02-01,EQ-0277,避雷器,天津滨海220kV变电站,0.5178,0.6764,0.0,,,,,,,-3,2024-05-04 09:04:00,瓷套破裂
2024-03-01,EQ-0277,避雷器,天津滨海220kV变电站,0.4381,0.5287,9.1,,,,,,,-2,2024-05-04 09:04:00,瓷套破裂
2024-04-01,EQ-0277,避雷器,天津滨海220kV变电站,0.4504,0.5928,14.5,,,,,,,-1,2024-05-04 09:04:00,瓷套破裂
2024-05-01,EQ-0277,避雷器,天津滨海220kV变电站,0.4931,0.588,22.7,,,,,,,0,2024-05-04 09:04:00,瓷套破裂
2024-02-01,EQ-0048,断路器,松山湖220kV变电站,0.5331,0.6306,7.3,,,8916.0,,,0.464,-3,2024-05-06 10:24:00,绝缘故障
2024-03-01,EQ-0048,断路器,松山湖220kV变电站,0.4638,0.6179,20.2,,,9982.0,,,0.498,-2,2024-05-06 10:24:00,绝缘故障
2024-04-01,EQ-0048,断路器,松山湖220kV变电站,0.5721,0.7404,22.5,,,6851.0,,,0.465,-1,2024-05-06 10:24:00,绝缘故障
2024-05-01,EQ-0048,断路器,松山湖220kV变电站,0.5362,0.6357,29.8,,,10740.0,,,0.468,0,2024-05-06 10:24:00,绝缘故障
2024-02-01,EQ-0425,避雷器,沈阳浑南110kV变电站,0.5658,0.6724,-3.1,,,,,,,-3,2024-05-06 22:20:00,阀片劣化
2024-03-01,EQ-0425,避雷器,沈阳浑南110kV变电站,0.5622,0.7005,5.4,,,,,,,-2,2024-05-06 22:20:00,阀片劣化
2024-04-01,EQ-0425,避雷器,沈阳浑南110kV变电站,0.5657,0.7331,14.9,,,,,,,-1,2024-05-06 22:20:00,阀片劣化
2024-05-01,EQ-0425,避雷器,沈阳浑南110kV变电站,0.5887,0.7425,12.4,,,,,,,0,2024-05-06 22:20:00,阀片劣化
2024-02-01,EQ-0129,电力变压器,临港110kV变电站,0.4417,0.5789,5.2,37.0,50.6,7237.0,0.00521,6.9,,-3,2024-05-13 14:04:00,过热故障
2024-03-01,EQ-0129,电力变压器,临港110kV变电站,0.3716,0.4947,13.7,43.4,54.1,7883.0,0.00259,6.3,,-2,2024-05-13 14:04:00,过热故障
2024-04-01,EQ-0129,电力变压器,临港110kV变电站,0.4059,0.5324,21.4,57.6,73.7,12901.0,0.00267,17.0,,-1,2024-05-13 14:04:00,过热故障
2024-05-01,EQ-0129,电力变压器,临港110kV变电站,0.4282,0.5227,21.6,57.0,75.5,12365.0,0.00244,9.5,,0,2024-05-13 14:04:00,过热故障
2024-02-01,EQ-0436,电容器组,大连开发区35kV变电站,0.525,0.6664,-2.7,,,,0.00662,,,-3,2024-05-22 14:56:00,接线故障
2024-03-01,EQ-0436,电容器组,大连开发区35kV变电站,0.4367,0.5467,6.3,,,,0.00493,,,-2,2024-05-22 14:56:00,接线故障
2024-04-01,EQ-0436,电容器组,大连开发区35kV变电站,0.4878,0.5919,14.7,,,,0.0047,,,-1,2024-05-22 14:56:00,接线故障
2024-05-01,EQ-0436,电容器组,大连开发区35kV变电站,0.5147,0.6158,16.8,,,,0.00507,,,0,2024-05-22 14:56:00,接线故障
2024-02-01,EQ-0095,隔离开关,前海110kV变电站,0.5674,0.7159,12.6,,,,,,,-3,2024-05-26 21:22:00,接触不良
2024-03-01,EQ-0095,隔离开关,前海110kV变电站,0.5489,0.6993,18.3,,,,,,,-2,2024-05-26 21:22:00,接触不良
2024-04-01,EQ-0095,隔离开关,前海110kV变电站,0.5053,0.6274,22.9,,,,,,,-1,2024-05-26 21:22:00,接触不良
2024-05-01,EQ-0095,隔离开关,前海110kV变电站,0.5543,0.6906,30.8,,,,,,,0,2024-05-26 21:22:00,接触不良
2024-02-01,EQ-0240,断路器,通州35kV变电站,0.5162,0.6094,2.8,,,7411.0,,,0.437,-3,2024-05-29 04:51:00,拒动/误动
2024-03-01,EQ-0240,断路器,通州35kV变电站,0.4615,0.5695,13.4,,,11063.0,,,0.503,-2,2024-05-29 04:51:00,拒动/误动
2024-04-01,EQ-0240,断路器,通州35kV变电站,0.4639,0.5708,13.7,,,7234.0,,,0.517,-1,2024-05-29 04:51:00,拒动/误动
2024-05-01,EQ-0240,断路器,通州35kV变电站,0.5222,0.674,24.0,,,11440.0,,,0.522,0,2024-05-29 04:51:00,拒动/误动
2024-03-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.4373,0.5284,7.5,,,,,,,-3,2024-06-04 00:42:00,接地故障
2024-04-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.4715,0.6211,13.8,,,,,,,-2,2024-06-04 00:42:00,接地故障
2024-05-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.4902,0.573,21.7,,,,,,,-1,2024-06-04 00:42:00,接地故障
2024-06-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.5803,0.6984,26.7,,,,,,,0,2024-06-04 00:42:00,接地故障
2024-03-01,EQ-0316,断路器,江夏35kV变电站,0.5644,0.6588,9.2,,,8076.0,,,0.45,-3,2024-06-04 19:05:00,绝缘故障
2024-04-01,EQ-0316,断路器,江夏35kV变电站,0.5427,0.7105,17.2,,,9331.0,,,0.486,-2,2024-06-04 19:05:00,绝缘故障
2024-05-01,EQ-0316,断路器,江夏35kV变电站,0.6226,0.809,23.1,,,9666.0,,,0.515,-1,2024-06-04 19:05:00,绝缘故障
2024-06-01,EQ-0316,断路器,江夏35kV变电站,0.7675,0.9026,25.7,,,6654.0,,,0.531,0,2024-06-04 19:05:00,绝缘故障
2024-03-01,EQ-0435,电容器组,大连开发区35kV变电站,0.465,0.6242,6.1,,,,0.00346,,,-3,2024-06-07 23:05:00,绝缘击穿
2024-04-01,EQ-0435,电容器组,大连开发区35kV变电站,0.475,0.6202,14.5,,,,0.00611,,,-2,2024-06-07 23:05:00,绝缘击穿
2024-05-01,EQ-0435,电容器组,大连开发区35kV变电站,0.4569,0.5646,17.2,,,,0.0059,,,-1,2024-06-07 23:05:00,绝缘击穿
2024-06-01,EQ-0435,电容器组,大连开发区35kV变电站,0.5916,0.7232,24.7,,,,0.00785,,,0,2024-06-07 23:05:00,绝缘击穿
2024-03-01,EQ-0330,断路器,长沙星沙110kV变电站,0.524,0.6477,10.3,,,8775.0,,,0.444,-3,2024-06-08 19:08:00,过热故障
2024-04-01,EQ-0330,断路器,长沙星沙110kV变电站,0.5227,0.669,17.9,,,11448.0,,,0.5,-2,2024-06-08 19:08:00,过热故障
2024-05-01,EQ-0330,断路器,长沙星沙110kV变电站,0.6345,0.8109,23.5,,,7291.0,,,0.495,-1,2024-06-08 19:08:00,过热故障
2024-06-01,EQ-0330,断路器,长沙星沙110kV变电站,0.7519,0.9218,25.7,,,9553.0,,,0.446,0,2024-06-08 19:08:00,过热故障
2024-03-01,EQ-0248,电容器组,通州35kV变电站,0.4385,0.517,11.7,,,,0.00503,,,-3,2024-06-09 08:50:00,鼓肚渗油
2024-04-01,EQ-0248,电容器组,通州35kV变电站,0.4365,0.5334,11.7,,,,0.00533,,,-2,2024-06-09 08:50:00,鼓肚渗油
2024-05-01,EQ-0248,电容器组,通州35kV变电站,0.4593,0.5323,21.0,,,,0.00493,,,-1,2024-06-09 08:50:00,鼓肚渗油
2024-06-01,EQ-0248,电容器组,通州35kV变电站,0.6281,0.8209,24.4,,,,0.00631,,,0,2024-06-09 08:50:00,鼓肚渗油
2024-03-01,EQ-0335,隔离开关,长沙星沙110kV变电站,0.5588,0.6445,9.9,,,,,,,-3,2024-06-18 00:24:00,绝缘故障
2024-04-01,EQ-0335,隔离开关,长沙星沙110kV变电站,0.5348,0.7031,20.1,,,,,,,-2,2024-06-18 00:24:00,绝缘故障
2024-05-01,EQ-0335,隔离开关,长沙星沙110kV变电站,0.6887,0.9248,23.2,,,,,,,-1,2024-06-18 00:24:00,绝缘故障
2024-06-01,EQ-0335,隔离开关,长沙星沙110kV变电站,0.7028,0.8113,30.5,,,,,,,0,2024-06-18 00:24:00,绝缘故障
2024-03-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.5106,0.6332,12.1,,,,,,,-3,2024-06-22 04:59:00,接地故障
2024-04-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.543,0.7325,16.8,,,,,,,-2,2024-06-22 04:59:00,接地故障
2024-05-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.6026,0.7419,26.3,,,,,,,-1,2024-06-22 04:59:00,接地故障
2024-06-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.679,0.872,29.9,,,,,,,0,2024-06-22 04:59:00,接地故障
2024-03-01,EQ-0153,断路器,苏州工业园220kV变电站,0.3476,0.4567,11.3,,,10671.0,,,0.498,-3,2024-06-22 13:57:00,机械故障
2024-04-01,EQ-0153,断路器,苏州工业园220kV变电站,0.424,0.5708,18.6,,,8567.0,,,0.433,-2,2024-06-22 13:57:00,机械故障
2024-05-01,EQ-0153,断路器,苏州工业园220kV变电站,0.4357,0.5566,24.3,,,8860.0,,,0.45,-1,2024-06-22 13:57:00,机械故障
2024-06-01,EQ-0153,断路器,苏州工业园220kV变电站,0.5404,0.6455,27.7,,,9662.0,,,0.443,0,2024-06-22 13:57:00,机械故障
2024-04-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.5098,0.6195,11.0,,,,0.00253,,,-3,2024-07-01 01:27:00,保护动作
2024-05-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.5506,0.732,17.7,,,,0.00596,,,-2,2024-07-01 01:27:00,保护动作
2024-06-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.6367,0.8591,22.4,,,,0.00253,,,-1,2024-07-01 01:27:00,保护动作
2024-07-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.8306,1.0745,19.8,,,,0.00392,,,0,2024-07-01 01:27:00,保护动作
2024-04-01,EQ-0159,断路器,苏州工业园220kV变电站,0.5469,0.704,16.1,,,9023.0,,,0.529,-3,2024-07-01 20:26:00,过热故障
2024-05-01,EQ-0159,断路器,苏州工业园220kV变电站,0.588,0.7642,27.3,,,9887.0,,,0.477,-2,2024-07-01 20:26:00,过热故障
2024-06-01,EQ-0159,断路器,苏州工业园220kV变电站,0.741,0.9977,28.3,,,7496.0,,,0.496,-1,2024-07-01 20:26:00,过热故障
2024-07-01,EQ-0159,断路器,苏州工业园220kV变电站,0.8646,1.1,32.9,,,6883.0,,,0.462,0,2024-07-01 20:26:00,过热故障
2024-04-01,EQ-0078,隔离开关,南沙110kV变电站,0.5488,0.718,25.5,,,,,,,-3,2024-07-03 03:10:00,绝缘故障
2024-05-01,EQ-0078,隔离开关,南沙110kV变电站,0.6097,0.74,24.8,,,,,,,-2,2024-07-03 03:10:00,绝缘故障
2024-06-01,EQ-0078,隔离开关,南沙110kV变电站,0.7417,0.9015,33.8,,,,,,,-1,2024-07-03 03:10:00,绝缘故障
2024-07-01,EQ-0078,隔离开关,南沙110kV变电站,0.9835,1.1,37.2,,,,,,,0,2024-07-03 03:10:00,绝缘故障
2024-04-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.5318,0.7048,16.9,,,,0.0053,,,-3,2024-07-06 16:16:00,鼓肚渗油
2024-05-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.5924,0.7798,18.3,,,,0.00589,,,-2,2024-07-06 16:16:00,鼓肚渗油
2024-06-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.6856,0.8508,25.8,,,,0.00631,,,-1,2024-07-06 16:16:00,鼓肚渗油
2024-07-01,EQ-0290,电容器组,石家庄高新35kV变电站,0.9069,1.0589,25.7,,,,0.00608,,,0,2024-07-06 16:16:00,鼓肚渗油
2024-04-01,EQ-0437,避雷器,大连开发区35kV变电站,0.4636,0.5344,10.8,,,,,,,-3,2024-07-08 10:16:00,阀片劣化
2024-05-01,EQ-0437,避雷器,大连开发区35kV变电站,0.51,0.5939,15.2,,,,,,,-2,2024-07-08 10:16:00,阀片劣化
2024-06-01,EQ-0437,避雷器,大连开发区35kV变电站,0.5746,0.6706,20.4,,,,,,,-1,2024-07-08 10:16:00,阀片劣化
2024-07-01,EQ-0437,避雷器,大连开发区35kV变电站,0.6997,0.8904,21.9,,,,,,,0,2024-07-08 10:16:00,阀片劣化
2024-04-01,EQ-0396,电力变压器,成都高新35kV变电站,0.4851,0.6399,16.5,53.1,68.7,9771.0,0.00232,8.6,,-3,2024-07-11 21:18:00,保护动作
2024-05-01,EQ-0396,电力变压器,成都高新35kV变电站,0.5167,0.6756,25.7,63.0,79.1,8497.0,0.00506,18.8,,-2,2024-07-11 21:18:00,保护动作
2024-06-01,EQ-0396,电力变压器,成都高新35kV变电站,0.5887,0.7028,29.8,71.5,87.8,8126.0,0.00322,9.8,,-1,2024-07-11 21:18:00,保护动作
2024-07-01,EQ-0396,电力变压器,成都高新35kV变电站,0.6336,0.7747,32.8,79.2,91.2,10737.0,0.00381,9.9,,0,2024-07-11 21:18:00,保护动作
2024-04-01,EQ-0076,隔离开关,南沙110kV变电站,0.4298,0.5366,22.2,,,,,,,-3,2024-07-13 19:43:00,外力因素
2024-05-01,EQ-0076,隔离开关,南沙110kV变电站,0.5107,0.5912,32.5,,,,,,,-2,2024-07-13 19:43:00,外力因素
2024-06-01,EQ-0076,隔离开关,南沙110kV变电站,0.6384,0.7534,34.3,,,,,,,-1,2024-07-13 19:43:00,外力因素
2024-07-01,EQ-0076,隔离开关,南沙110kV变电站,0.7227,0.8786,37.2,,,,,,,0,2024-07-13 19:43:00,外力因素
2024-04-01,EQ-0202,电力变压器,昆山35kV变电站,0.5127,0.6133,21.7,61.1,76.5,8554.0,0.00334,7.9,,-3,2024-07-14 07:10:00,油系统故障
2024-05-01,EQ-0202,电力变压器,昆山35kV变电站,0.5807,0.7632,19.7,60.1,80.9,7042.0,0.00773,20.5,,-2,2024-07-14 07:10:00,油系统故障
2024-06-01,EQ-0202,电力变压器,昆山35kV变电站,0.728,0.9096,29.6,80.4,99.5,8965.0,0.00438,8.6,,-1,2024-07-14 07:10:00,油系统故障
2024-07-01,EQ-0202,电力变压器,昆山35kV变电站,0.7757,0.9646,35.0,82.5,104.3,5999.0,0.00675,10.6,,0,2024-07-14 07:10:00,油系统故障
2024-04-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.543,0.7325,16.8,,,,,,,-3,2024-07-16 04:59:00,阀片劣化
2024-05-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.6026,0.7419,26.3,,,,,,,-2,2024-07-16 04:59:00,阀片劣化
2024-06-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.679,0.872,29.9,,,,,,,-1,2024-07-16 04:59:00,阀片劣化
2024-07-01,EQ-0176,避雷器,苏州工业园220kV变电站,0.8406,1.0827,30.0,,,,,,,0,2024-07-16 04:59:00,阀片劣化
2024-04-01,EQ-0089,电力变压器,前海110kV变电站,0.5538,0.7104,21.6,63.4,81.3,11111.0,0.00307,13.9,,-3,2024-07-18 00:58:00,油系统故障
2024-05-01,EQ-0089,电力变压器,前海110kV变电站,0.6588,0.7921,30.0,75.6,93.3,8485.0,0.0035,8.7,,-2,2024-07-18 00:58:00,油系统故障
2024-06-01,EQ-0089,电力变压器,前海110kV变电站,0.7658,1.0134,33.4,79.6,96.9,10795.0,0.00357,9.0,,-1,2024-07-18 00:58:00,油系统故障
2024-07-01,EQ-0089,电力变压器,前海110kV变电站,0.9355,1.1,37.5,94.6,115.8,10192.0,0.00386,7.4,,0,2024-07-18 00:58:00,油系统故障
2024-04-01,EQ-0161,断路器,苏州工业园220kV变电站,0.4006,0.4666,18.2,,,12143.0,,,0.503,-3,2024-07-18 15:14:00,绝缘故障
2024-05-01,EQ-0161,断路器,苏州工业园220kV变电站,0.427,0.542,25.4,,,6738.0,,,0.443,-2,2024-07-18 15:14:00,绝缘故障
2024-06-01,EQ-0161,断路器,苏州工业园220kV变电站,0.5904,0.755,31.7,,,5621.0,,,0.48,-1,2024-07-18 15:14:00,绝缘故障
2024-07-01,EQ-0161,断路器,苏州工业园220kV变电站,0.6907,0.9304,35.7,,,7956.0,,,0.463,0,2024-07-18 15:14:00,绝缘故障
2024-04-01,EQ-0375,断路器,重庆两江220kV变电站,0.5375,0.6263,18.5,,,8344.0,,,0.441,-3,2024-07-19 12:58:00,机械故障
2024-05-01,EQ-0375,断路器,重庆两江220kV变电站,0.6655,0.863,23.5,,,7587.0,,,0.446,-2,2024-07-19 12:58:00,机械故障
2024-06-01,EQ-0375,断路器,重庆两江220kV变电站,0.7207,0.893,27.8,,,8407.0,,,0.528,-1,2024-07-19 12:58:00,机械故障
2024-07-01,EQ-0375,断路器,重庆两江220kV变电站,0.8865,1.0553,29.5,,,8840.0,,,0.461,0,2024-07-19 12:58:00,机械故障
2024-04-01,EQ-0367,电力变压器,重庆两江220kV变电站,0.4931,0.5741,19.7,53.8,68.9,8563.0,0.00647,8.1,,-3,2024-07-22 00:11:00,过热故障
2024-05-01,EQ-0367,电力变压器,重庆两江220kV变电站,0.5822,0.7212,24.9,70.7,89.3,9888.0,0.003,7.3,,-2,2024-07-22 00:11:00,过热故障
2024-06-01,EQ-0367,电力变压器,重庆两江220kV变电站,0.5843,0.7124,29.7,70.5,89.6,10268.0,0.00544,11.3,,-1,2024-07-22 00:11:00,过热故障
2024-07-01,EQ-0367,电力变压器,重庆两江220kV变电站,0.7231,0.9754,29.3,73.5,89.3,7749.0,0.0024,13.6,,0,2024-07-22 00:11:00,过热故障
2024-04-01,EQ-0160,断路器,苏州工业园220kV变电站,0.3847,0.489,19.5,,,9365.0,,,0.441,-3,2024-07-23 07:41:00,机械故障
2024-05-01,EQ-0160,断路器,苏州工业园220kV变电站,0.4941,0.65,31.6,,,7364.0,,,0.521,-2,2024-07-23 07:41:00,机械故障
2024-06-01,EQ-0160,断路器,苏州工业园220kV变电站,0.5613,0.666,30.1,,,5312.0,,,0.484,-1,2024-07-23 07:41:00,机械故障
2024-07-01,EQ-0160,断路器,苏州工业园220kV变电站,0.6476,0.8249,35.7,,,6500.0,,,0.499,0,2024-07-23 07:41:00,机械故障
2024-04-01,EQ-0195,电容器组,杭州滨江110kV变电站,0.5554,0.7396,18.0,,,,0.00455,,,-3,2024-07-26 18:54:00,鼓肚渗油
2024-05-01,EQ-0195,电容器组,杭州滨江110kV变电站,0.5969,0.7169,24.8,,,,0.0047,,,-2,2024-07-26 18:54:00,鼓肚渗油
2024-06-01,EQ-0195,电容器组,杭州滨江110kV变电站,0.665,0.861,31.1,,,,0.00611,,,-1,2024-07-26 18:54:00,鼓肚渗油
2024-07-01,EQ-0195,电容器组,杭州滨江110kV变电站,0.7695,0.9815,28.7,,,,0.00349,,,0,2024-07-26 18:54:00,鼓肚渗油
2024-04-01,EQ-0305,隔离开关,武昌110kV变电站,0.4404,0.5145,20.2,,,,,,,-3,2024-07-27 11:02:00,机械故障
2024-05-01,EQ-0305,隔离开关,武昌110kV变电站,0.4778,0.5628,24.9,,,,,,,-2,2024-07-27 11:02:00,机械故障
2024-06-01,EQ-0305,隔离开关,武昌110kV变电站,0.5283,0.6249,32.8,,,,,,,-1,2024-07-27 11:02:00,机械故障
2024-07-01,EQ-0305,隔离开关,武昌110kV变电站,0.6632,0.8349,29.6,,,,,,,0,2024-07-27 11:02:00,机械故障
2024-04-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.5098,0.6195,11.0,,,,0.00253,,,-3,2024-07-28 01:27:00,外力因素
2024-05-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.5506,0.732,17.7,,,,0.00596,,,-2,2024-07-28 01:27:00,外力因素
2024-06-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.6367,0.8591,22.4,,,,0.00253,,,-1,2024-07-28 01:27:00,外力因素
2024-07-01,EQ-0420,电容器组,沈阳浑南110kV变电站,0.8306,1.0745,19.8,,,,0.00392,,,0,2024-07-28 01:27:00,外力因素
2024-04-01,EQ-0372,断路器,重庆两江220kV变电站,0.4791,0.6143,20.0,,,6817.0,,,0.518,-3,2024-07-30 19:29:00,机械故障
2024-05-01,EQ-0372,断路器,重庆两江220kV变电站,0.5405,0.6581,22.6,,,6594.0,,,0.518,-2,2024-07-30 19:29:00,机械故障
2024-06-01,EQ-0372,断路器,重庆两江220kV变电站,0.5845,0.7587,27.8,,,9803.0,,,0.437,-1,2024-07-30 19:29:00,机械故障
2024-07-01,EQ-0372,断路器,重庆两江220kV变电站,0.7023,0.9046,31.7,,,8478.0,,,0.509,0,2024-07-30 19:29:00,机械故障
2024-04-01,EQ-0113,断路器,张江110kV变电站,0.5261,0.6285,19.5,,,8876.0,,,0.471,-3,2024-07-31 06:36:00,机械故障
2024-05-01,EQ-0113,断路器,张江110kV变电站,0.6254,0.8191,25.8,,,7246.0,,,0.496,-2,2024-07-31 06:36:00,机械故障
2024-06-01,EQ-0113,断路器,张江110kV变电站,0.7243,0.9562,28.9,,,9170.0,,,0.534,-1,2024-07-31 06:36:00,机械故障
2024-07-01,EQ-0113,断路器,张江110kV变电站,0.9425,1.1,32.1,,,6517.0,,,0.444,0,2024-07-31 06:36:00,机械故障
2024-05-01,EQ-0016,隔离开关,龙华220kV变电站,0.5931,0.7532,29.6,,,,,,,-3,2024-08-02 05:37:00,绝缘故障
2024-06-01,EQ-0016,隔离开关,龙华220kV变电站,0.7167,0.8595,34.1,,,,,,,-2,2024-08-02 05:37:00,绝缘故障
2024-07-01,EQ-0016,隔离开关,龙华220kV变电站,0.9194,1.078,37.8,,,,,,,-1,2024-08-02 05:37:00,绝缘故障
2024-08-01,EQ-0016,隔离开关,龙华220kV变电站,0.9913,1.1,34.8,,,,,,,0,2024-08-02 05:37:00,绝缘故障
2024-05-01,EQ-0201,电力变压器,昆山35kV变电站,0.5654,0.6944,27.7,68.6,86.2,7927.0,0.00306,12.8,,-3,2024-08-02 21:48:00,保护动作
2024-06-01,EQ-0201,电力变压器,昆山35kV变电站,0.6597,0.8402,30.4,73.1,91.4,7543.0,0.0028,13.0,,-2,2024-08-02 21:48:00,保护动作
2024-07-01,EQ-0201,电力变压器,昆山35kV变电站,0.7466,0.9108,33.3,76.8,97.8,8485.0,0.00328,7.9,,-1,2024-08-02 21:48:00,保护动作
2024-08-01,EQ-0201,电力变压器,昆山35kV变电站,0.7225,0.8325,34.3,78.2,100.7,9427.0,0.00514,19.1,,0,2024-08-02 21:48:00,保护动作
2024-05-01,EQ-0013,断路器,龙华220kV变电站,0.6633,0.8446,30.1,,,7877.0,,,0.444,-3,2024-08-06 11:34:00,机械故障
2024-06-01,EQ-0013,断路器,龙华220kV变电站,0.7693,0.9214,31.8,,,6961.0,,,0.531,-2,2024-08-06 11:34:00,机械故障
2024-07-01,EQ-0013,断路器,龙华220kV变电站,0.7883,1.0139,38.3,,,7994.0,,,0.491,-1,2024-08-06 11:34:00,机械故障
2024-08-01,EQ-0013,断路器,龙华220kV变电站,0.8531,1.1,33.5,,,6743.0,,,0.455,0,2024-08-06 11:34:00,机械故障
2024-05-01,EQ-0256,断路器,天津滨海220kV变电站,0.5069,0.6791,20.8,,,5674.0,,,0.527,-3,2024-08-09 17:48:00,外力因素
2024-06-01,EQ-0256,断路器,天津滨海220kV变电站,0.5787,0.7443,27.8,,,7689.0,,,0.471,-2,2024-08-09 17:48:00,外力因素
2024-07-01,EQ-0256,断路器,天津滨海220kV变电站,0.6781,0.7854,27.4,,,9184.0,,,0.484,-1,2024-08-09 17:48:00,外力因素
2024-08-01,EQ-0256,断路器,天津滨海220kV变电站,0.7377,0.8939,30.0,,,9882.0,,,0.442,0,2024-08-09 17:48:00,外力因素
2024-05-01,EQ-0354,隔离开关,武侯110kV变电站,0.4946,0.5715,24.6,,,,,,,-3,2024-08-11 02:25:00,接触不良
2024-06-01,EQ-0354,隔离开关,武侯110kV变电站,0.5441,0.6815,25.1,,,,,,,-2,2024-08-11 02:25:00,接触不良
2024-07-01,EQ-0354,隔离开关,武侯110kV变电站,0.7625,0.9999,31.3,,,,,,,-1,2024-08-11 02:25:00,接触不良
2024-08-01,EQ-0354,隔离开关,武侯110kV变电站,0.7871,0.9638,31.7,,,,,,,0,2024-08-11 02:25:00,接触不良
2024-05-01,EQ-0133,断路器,临港110kV变电站,0.4586,0.5889,29.3,,,6493.0,,,0.484,-3,2024-08-13 11:26:00,拒动/误动
2024-06-01,EQ-0133,断路器,临港110kV变电站,0.5435,0.6608,29.8,,,9069.0,,,0.525,-2,2024-08-13 11:26:00,拒动/误动
2024-07-01,EQ-0133,断路器,临港110kV变电站,0.6946,0.9112,32.7,,,10578.0,,,0.448,-1,2024-08-13 11:26:00,拒动/误动
2024-08-01,EQ-0133,断路器,临港110kV变电站,0.6617,0.7966,34.2,,,7937.0,,,0.467,0,2024-08-13 11:26:00,拒动/误动
2024-05-01,EQ-0334,断路器,长沙星沙110kV变电站,0.4395,0.5535,23.8,,,7790.0,,,0.529,-3,2024-08-14 06:47:00,机械故障
2024-06-01,EQ-0334,断路器,长沙星沙110kV变电站,0.6163,0.7994,31.8,,,11210.0,,,0.54,-2,2024-08-14 06:47:00,机械故障
2024-07-01,EQ-0334,断路器,长沙星沙110kV变电站,0.7851,1.0323,29.7,,,6877.0,,,0.522,-1,2024-08-14 06:47:00,机械故障
2024-08-01,EQ-0334,断路器,长沙星沙110kV变电站,0.732,0.9767,28.9,,,10799.0,,,0.451,0,2024-08-14 06:47:00,机械故障
2024-05-01,EQ-0210,电容器组,昆山35kV变电站,0.6097,0.8163,26.8,,,,0.00612,,,-3,2024-08-17 12:55:00,接线故障
2024-06-01,EQ-0210,电容器组,昆山35kV变电站,0.7034,0.873,30.0,,,,0.00466,,,-2,2024-08-17 12:55:00,接线故障
2024-07-01,EQ-0210,电容器组,昆山35kV变电站,0.9378,1.0857,35.0,,,,0.00451,,,-1,2024-08-17 12:55:00,接线故障
