设备编号,设备名称,设备类型,电压等级,所属变电站,所属区域,制造商,投运日期,设计寿命（年）,已运行年限,额定参数,运行状态,年龄风险原始,故障次数,累计修复时间,严重故障次数,严重故障占比,故障风险原始,MTTR(h),MTBF(h),设备可用率,平均巡检评分,巡检次数,缺陷次数,缺陷率,检修次数,平均延期天数,延期次数,延期率,平均负荷率,最大负荷率,平均油温,绝缘电阻,故障风险得分,可靠性得分,运行状态得分,巡检状态得分,检修状态得分,基础风险得分,健康评分,健康等级
EQ-0428,大连开发区35kV_电力变压器_02,电力变压器,35kV,大连开发区35kV变电站,东北,特变电工,2009-04-07,30,17,rated_capacity_mva=237.0; rated_current_a=541.7,备用,0.5666666666666667,1.0,6.9,0.0,0.0,1.0,6.9,29513.1,0.9997662601626016,85.95,38,6,0.15789473684210525,9,0.4444444444444444,1,0.1111111111111111,0.6520756097560976,0.8041756097560976,53.31951219512195,8599.048780487805,100.0,97.55859135367636,37.90026493937914,69.29078947368421,80.0,53.28083989501313,75.81347366916505,良
EQ-0069,南沙110kV_电力变压器_02,电力变压器,220kV,南沙110kV变电站,华南,ABB,2017-12-23,30,9,rated_capacity_mva=74.2; rated_current_a=385.5,正常运行,0.3,1.0,5.7,0.0,0.0,1.0,5.7,29514.3,0.9998069105691056,87.57848101265823,79,7,0.08860759493670886,10,4.0,2,0.2,0.6578926829268293,0.815580487804878,65.40243902439025,9122.682926829268,100.0,98.06345339862173,22.178341402089067,80.49810126582278,64.0,82.67716535433071,75.79079068544866,良
EQ-0298,武昌110kV_断路器_01,断路器,110kV,武昌110kV变电站,华中,西门子,2013-01-14,25,13,rated_current_a=2792.7; breaking_capacity_ka=41.4,带病运行,0.52,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.2,37,6,0.16216216216216217,10,2.6,1,0.1,0.6203658536585366,0.7714804878048781,58.81707317073171,8420.90243902439,100.0,96.78870235099855,34.86290795398048,69.27567567567567,82.0,58.425196850393704,75.76419309738654,良
EQ-0361,武侯110kV_避雷器_02,避雷器,110kV,武侯110kV变电站,西南,浙江金利华,2016-10-14,20,10,rated_voltage_kv=72.9,备用,0.5,1.0,5.7,0.0,0.0,1.0,5.7,29514.3,0.9998069105691056,84.66341463414633,41,4,0.0975609756097561,9,2.888888888888889,1,0.1111111111111111,0.678829268292683,0.8345512195121951,58.81707317073171,9012.036585365855,100.0,98.06345339862173,27.164824246554872,77.69756097560975,80.0,60.629921259842526,75.76328180136105,良
EQ-0033,龙华220kV_避雷器_07,避雷器,220kV,龙华220kV变电站,华南,河南久盛,2012-05-12,20,14,rated_voltage_kv=78.5,正常运行,0.7,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.39367088607595,79,6,0.0759493670886076,10,2.5,1,0.1,0.6389707317073171,0.7984780487804878,58.81707317073171,9012.036585365855,100.0,96.78870235099855,34.60764331740659,82.80443037974683,82.0,38.58267716535434,75.75820140717849,良
EQ-0172,苏州工业园220kV_避雷器_01,避雷器,220kV,苏州工业园220kV变电站,华东,浙江金利华,2008-03-09,20,18,rated_voltage_kv=218.8,带病运行,0.9,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.28170731707317,82,10,0.12195121951219512,9,0.0,0,0.0,0.6013951219512195,0.7496585365853659,58.81707317073171,9012.036585365855,100.0,96.78870235099855,42.926997783716324,74.34817073170731,100.0,16.535433070866162,75.74890894378571,良
EQ-0255,天津滨海220kV_电力变压器_04,电力变压器,110kV,天津滨海220kV变电站,华北,特变电工,2010-07-21,30,16,rated_capacity_mva=97.5; rated_current_a=246.4,正常运行,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.38974358974359,39,3,0.07692307692307693,10,0.8,2,0.2,0.639509756097561,0.7983097560975609,56.86829268292683,8619.341463414634,100.0,96.78870235099855,34.69371111010629,82.15641025641025,64.0,56.955380577427825,75.71548228842529,良
EQ-0003,龙华220kV_电力变压器_03,电力变压器,220kV,龙华220kV变电站,华南,西电集团,2006-07-13,30,20,rated_capacity_mva=102.9; rated_current_a=461.6,正常运行,0.6666666666666666,1.0,6.9,0.0,0.0,1.0,6.9,29513.1,0.9997662601626016,83.2975,80,18,0.225,10,0.0,0,0.0,0.5486317073170732,0.6850487804878048,62.82439024390244,7991.09756097561,100.0,97.55859135367636,41.27674188713614,57.89875,100.0,42.25721784776905,75.67760093293941,良
EQ-0412,沈阳浑南110kV_断路器_02,断路器,110kV,沈阳浑南110kV变电站,东北,ABB,2014-01-26,25,12,rated_current_a=3385.4; breaking_capacity_ka=62.0,正常运行,0.48,1.0,10.2,0.0,0.0,1.0,10.2,29509.8,0.9996544715447154,87.785,40,3,0.075,10,5.2,3,0.3,0.6194024390243902,0.7710926829268292,58.81707317073171,9216.219512195123,100.0,96.17022073007655,40.533120961133896,82.6425,46.00000000000001,62.83464566929135,75.62050790517122,良
EQ-0166,苏州工业园220kV_隔离开关_05,隔离开关,220kV,苏州工业园220kV变电站,华东,新东北电气,2013-05-19,30,13,rated_current_a=3123.8,正常运行,0.43333333333333335,1.0,75.1,0.0,0.0,1.0,75.1,29444.9,0.9974559620596206,87.03,80,3,0.0375,11,2.909090909090909,3,0.2727272727272727,0.529590243902439,0.6568487804878049,58.81707317073171,9012.036585365855,100.0,68.86559846594703,58.782458545255245,87.89,50.909090909090914,67.97900262467192,75.60192075561675,良
EQ-0288,石家庄高新35kV_隔离开关_02,隔离开关,35kV,石家庄高新35kV变电站,华北,西门子,2006-04-10,30,20,rated_current_a=2294.7,正常运行,0.6666666666666666,1.0,6.5,0.0,0.0,1.0,6.5,29513.5,0.999779810298103,83.51538461538462,39,5,0.1282051282051282,11,4.090909090909091,2,0.18181818181818182,0.5857,0.7405048780487805,58.81707317073171,9012.036585365855,100.0,97.7268787019915,45.41351033345695,72.52692307692308,67.27272727272728,42.25721784776905,75.4601107806778,良
EQ-0413,沈阳浑南110kV_断路器_03,断路器,110kV,沈阳浑南110kV变电站,东北,沈阳高开,2009-10-25,25,17,rated_current_a=2543.3; breaking_capacity_ka=46.2,正常运行,0.68,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.5,41,6,0.14634146341463414,10,1.2,1,0.1,0.5857975609756098,0.7339048780487805,58.81707317073171,8346.317073170732,100.0,96.78870235099855,41.3522566243868,70.29878048780488,82.0,40.78740157480316,75.45174902572812,良
EQ-0370,重庆两江220kV_断路器_02,断路器,110kV,重庆两江220kV变电站,西南,平高电气,2012-09-15,25,14,rated_current_a=3725.2; breaking_capacity_ka=62.9,正常运行,0.56,1.0,9.0,0.0,0.0,1.0,9.0,29511.0,0.9996951219512196,85.24864864864864,37,5,0.13513513513513514,10,8.4,4,0.4,0.5202439024390244,0.6523243902439024,58.81707317073171,9020.658536585366,100.0,96.67508277502195,60.24164701392537,72.35405405405405,28.0,54.01574803149607,75.43802886904717,良
EQ-0034,龙华220kV_避雷器_08,避雷器,35kV,龙华220kV变电站,华南,河南久盛,2010-05-01,20,16,rated_voltage_kv=169.8,正常运行,0.8,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.22162162162162,37,4,0.10810810810810811,10,3.0,1,0.1,0.5980560975609756,0.7541146341463415,58.81707317073171,9012.036585365855,100.0,96.78870235099855,42.89276867305153,76.8945945945946,82.0,27.559055118110237,75.42638890581024,良
EQ-0173,苏州工业园220kV_避雷器_02,避雷器,220kV,苏州工业园220kV变电站,华东,中国西电,2011-12-25,20,15,rated_voltage_kv=162.5,带病运行,0.75,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.45432098765433,81,9,0.1111111111111111,11,6.636363636363637,3,0.2727272727272727,0.543990243902439,0.6728487804878048,58.81707317073171,9012.036585365855,100.0,96.78870235099855,55.832521906578116,76.5604938271605,50.909090909090914,33.07086614173228,75.40631463067174,良
EQ-0311,武昌110kV_避雷器_03,避雷器,110kV,武昌110kV变电站,华中,浙江金利华,2017-07-15,20,9,rated_voltage_kv=132.6,正常运行,0.45,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.7421052631579,38,5,0.13157894736842105,12,0.6666666666666666,1,0.08333333333333333,0.6904073170731707,0.861329268292683,58.81707317073171,9012.036585365855,100.0,96.78870235099855,23.56921836419646,74.6342105263158,85.0,66.14173228346456,75.38088895033283,良
EQ-0385,重庆两江220kV_电容器组_03,电容器组,35kV,重庆两江220kV变电站,西南,荣信股份,2012-06-10,20,14,rated_capacity_mvar=21.5,正常运行,0.7,1.0,14.7,0.0,0.0,1.0,14.7,29505.3,0.9995020325203252,86.6051282051282,39,1,0.02564102564102564,11,6.0,4,0.36363636363636365,0.5493268292682927,0.6876926829268293,58.81707317073171,9012.036585365855,100.0,94.27698806153136,53.955224675462425,89.45641025641025,34.54545454545455,38.58267716535434,75.3777172569412,良
EQ-0306,武昌110kV_隔离开关_04,隔离开关,110kV,武昌110kV变电站,华中,河南森源,2012-09-04,30,14,rated_current_a=2917.4,正常运行,0.4666666666666667,1.0,80.8,0.0,0.0,1.0,80.8,29439.2,0.9972628726287263,87.63846153846154,39,2,0.05128205128205128,10,0.8,1,0.1,0.5777926829268293,0.7260707317073171,58.81707317073171,9012.036585365855,100.0,66.46750375245647,47.53016754416022,86.12692307692308,82.0,64.30446194225722,75.34901891508753,良
EQ-0207,昆山35kV_隔离开关_01,隔离开关,35kV,昆山35kV变电站,华东,西电集团,2011-09-09,30,15,rated_current_a=2077.1,正常运行,0.5,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.08250000000001,40,5,0.125,9,0.6666666666666666,1,0.1111111111111111,0.6690878048780488,0.8269024390243902,58.81707317073171,9012.036585365855,100.0,96.78870235099855,28.881165640626634,74.29125,80.0,60.629921259842526,75.34065322430929,良
EQ-0351,武侯110kV_断路器_03,断路器,35kV,武侯110kV变电站,西南,ABB,2018-08-02,25,8,rated_current_a=2064.3; breaking_capacity_ka=40.1,正常运行,0.32,2.0,22.8,0.0,0.0,2.0,11.4,14748.6,0.9992276422764228,87.49473684210527,38,0,0.0,9,5.444444444444445,3,0.3333333333333333,0.5508439024390245,0.6823,58.81707317073171,9354.609756097561,90.9090909090909,75.66530980702017,56.650241841036646,93.74736842105264,40.0,80.4724409448819,75.29973241453017,良
EQ-0391,重庆两江220kV_避雷器_06,避雷器,220kV,重庆两江220kV变电站,西南,中国西电,2013-12-02,20,13,rated_voltage_kv=206.3,正常运行,0.65,1.0,12.6,0.0,0.0,1.0,12.6,29507.4,0.9995731707317074,86.44197530864197,81,10,0.12345679012345678,9,7.222222222222222,3,0.3333333333333333,0.5324048780487806,0.6595,58.81707317073171,9012.036585365855,100.0,95.16049664018578,58.24774173114161,74.70246913580246,40.0,44.094488188976385,75.2964668635335,良
EQ-0135,临港110kV_断路器_04,断路器,110kV,临港110kV变电站,华东,ABB,2017-02-11,25,9,rated_current_a=1854.0; breaking_capacity_ka=58.6,正常运行,0.36,1.0,47.8,1.0,1.0,3.0,47.8,29472.2,0.9983807588075881,86.8170731707317,41,3,0.07317073170731707,10,2.0,1,0.1,0.5759195121951219,0.7088756097560975,58.81707317073171,9550.707317073171,81.81818181818181,80.35120998845453,52.99068007327274,82.4329268292683,82.0,76.06299212598425,75.29416170387958,良
EQ-0102,前海110kV_避雷器_02,避雷器,110kV,前海110kV变电站,华南,西门子,2018-08-03,20,8,rated_voltage_kv=152.9,正常运行,0.4,1.0,5.9,0.0,0.0,1.0,5.9,29514.1,0.9998001355013549,88.54102564102564,39,3,0.07692307692307693,12,3.6666666666666665,4,0.3333333333333333,0.6317731707317074,0.7963439024390244,58.81707317073171,9012.036585365855,100.0,97.97930972446416,35.56641978356332,82.73205128205129,40.0,71.65354330708661,75.28430792462186,良
EQ-0320,江夏35kV_隔离开关_02,隔离开关,35kV,江夏35kV变电站,华中,西门子,2007-12-03,30,19,rated_current_a=3115.1,正常运行,0.6333333333333333,1.0,7.8,0.0,0.0,1.0,7.8,29512.2,0.9997357723577236,84.35897435897436,39,7,0.1794871794871795,9,7.333333333333333,3,0.3333333333333333,0.5122878048780487,0.6396121951219512,58.81707317073171,9012.036585365855,100.0,97.17994481996732,62.152094448195406,65.25641025641025,40.0,45.93175853018373,75.24804524511245,良
EQ-0363,武侯110kV_避雷器_04,避雷器,110kV,武侯110kV变电站,西南,ABB,2016-12-23,20,10,rated_voltage_kv=122.6,正常运行,0.5,1.0,15.2,1.0,1.0,3.0,15.2,29504.8,0.9994850948509485,84.31052631578947,38,4,0.10526315789473684,10,2.2,2,0.2,0.522329268292683,0.6515048780487805,58.81707317073171,9012.036585365855,81.81818181818181,94.06662887613744,60.0303423322675,76.3657894736842,64.0,60.629921259842526,75.19180024326333,良
EQ-0056,松山湖220kV_隔离开关_06,隔离开关,220kV,松山湖220kV变电站,华南,河南森源,2013-11-17,30,13,rated_current_a=1736.4,带病运行,0.43333333333333335,1.0,25.3,1.0,1.0,3.0,25.3,29494.7,0.9991429539295393,88.1225,80,7,0.0875,12,3.1666666666666665,2,0.16666666666666666,0.549139024390244,0.6874634146341463,58.81707317073171,9012.036585365855,81.81818181818181,89.81737333118046,53.995509302296604,80.93625,70.0,67.97900262467192,75.15545974370806,良
EQ-0142,临港110kV_电容器组_02,电容器组,35kV,临港110kV变电站,华东,ABB,2016-09-05,20,10,rated_capacity_mvar=32.0,正常运行,0.5,2.0,9.399999999999999,0.0,0.0,2.0,4.699999999999999,14755.3,0.9996815718157182,85.135,40,1,0.025,10,0.0,0,0.0,0.6323829268292683,0.7848975609756097,58.81707317073171,9012.036585365855,90.9090909090909,78.49168838362014,36.50785899546253,88.8175,100.0,60.629921259842526,75.11279932907351,良
EQ-0261,天津滨海220kV_断路器_06,断路器,220kV,天津滨海220kV变电站,华北,河南森源,2013-08-25,25,13,rated_current_a=3306.8; breaking_capacity_ka=52.2,正常运行,0.52,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.85375,80,8,0.1,10,2.0,1,0.1,0.6770536585365854,0.8385414634146342,58.81707317073171,8674.365853658537,100.0,96.78870235099855,24.65496072677506,78.426875,82.0,58.425196850393704,75.0952835505941,良
EQ-0382,重庆两江220kV_隔离开关_06,隔离开关,220kV,重庆两江220kV变电站,西南,新东北电气,2016-03-09,30,10,rated_current_a=1144.8,正常运行,0.3333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.72307692307692,78,7,0.08974358974358974,10,4.0,3,0.3,0.6566195121951219,0.8177048780487804,58.81707317073171,9012.036585365855,100.0,96.78870235099855,31.025852483554125,79.89999999999999,46.00000000000001,79.00262467191601,75.04817343410214,良
EQ-0302,武昌110kV_断路器_05,断路器,220kV,武昌110kV变电站,华中,西门子,2010-07-15,25,16,rated_current_a=1633.6; breaking_capacity_ka=38.1,备用,0.64,1.0,2.4,0.0,0.0,1.0,2.4,29517.6,0.9999186991869918,86.015,80,11,0.1375,11,6.181818181818182,3,0.2727272727272727,0.5612829268292683,0.6952439024390243,58.81707317073171,8494.390243902439,100.0,99.45182402222154,48.409029601343235,72.3825,50.909090909090914,45.19685039370079,75.04013985499213,良
EQ-0227,亦庄110kV_隔离开关_04,隔离开关,220kV,亦庄110kV变电站,华北,河南森源,2011-08-13,30,15,rated_current_a=1889.6,正常运行,0.5,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.45625,80,7,0.0875,9,3.111111111111111,1,0.1111111111111111,0.6965170731707317,0.8628292682926829,58.81707317073171,9012.036585365855,100.0,96.78870235099855,22.782753674009747,80.103125,80.0,60.629921259842526,74.99275208098592,良
EQ-0037,龙华220kV_GIS组合电器_03,GIS组合电器,220kV,龙华220kV变电站,华南,ABB,2008-12-11,35,18,rated_current_a=2266.0; sf6_pressure_mpa=0.6,正常运行,0.5142857142857142,1.0,5.4,0.0,0.0,1.0,5.4,29514.6,0.9998170731707317,84.72820512820513,78,9,0.11538461538461539,11,1.0909090909090908,1,0.09090909090909091,0.6226268292682927,0.778509756097561,64.74878048780488,8242.658536585366,100.0,98.18966890985807,24.05431226636688,75.05641025641026,83.63636363636364,59.05511811023623,74.97640594836652,良
EQ-0118,张江110kV_隔离开关_03,隔离开关,110kV,张江110kV变电站,华东,长征电气,2011-11-03,30,15,rated_current_a=1374.5,正常运行,0.5,1.0,12.6,0.0,0.0,1.0,12.6,29507.4,0.9995731707317074,86.28947368421052,38,5,0.13157894736842105,12,1.0833333333333333,1,0.08333333333333333,0.6813585365853658,0.8406707317073171,58.81707317073171,9012.036585365855,100.0,95.16049664018578,26.35562507342599,73.40789473684211,85.0,60.629921259842526,74.87740067923293,良
EQ-0049,松山湖220kV_断路器_07,断路器,220kV,松山湖220kV变电站,华南,沈阳高开,2017-07-12,25,9,rated_current_a=3323.0; breaking_capacity_ka=34.2,正常运行,0.36,2.0,20.1,1.0,0.5,4.0,10.05,14749.95,0.999319105691057,86.52125,80,6,0.075,13,0.0,0,0.0,0.5651073170731707,0.7049073170731707,58.81707317073171,9981.09756097561,72.72727272727273,76.23480399782763,57.49216725668467,82.010625,100.0,76.06299212598425,74.83510539531908,良
EQ-0184,杭州滨江110kV_电力变压器_03,电力变压器,35kV,杭州滨江110kV变电站,华东,保变电气,2013-02-20,30,13,rated_capacity_mva=118.1; rated_current_a=162.3,正常运行,0.43333333333333335,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.1076923076923,39,4,0.10256410256410256,9,1.3333333333333333,1,0.1111111111111111,0.6916317073170731,0.8551731707317073,62.646341463414636,9267.731707317073,100.0,96.78870235099855,20.13674131010977,77.66923076923077,80.0,67.97900262467192,74.83337361007348,良
EQ-0090,前海110kV_断路器_01,断路器,110kV,前海110kV变电站,华南,河南森源,2014-02-14,25,12,rated_current_a=1942.1; breaking_capacity_ka=43.8,带病运行,0.48,1.0,2.8,0.0,0.0,1.0,2.8,29517.2,0.9999051490514905,86.2125,40,7,0.175,10,2.5,2,0.2,0.6346341463414634,0.7878024390243903,58.81707317073171,9005.121951219513,100.0,99.28353667390643,35.96308573636689,66.85625,64.0,62.83464566929135,74.76122654898381,良
EQ-0317,江夏35kV_断路器_02,断路器,220kV,江夏35kV变电站,华中,河南森源,2007-10-20,25,19,rated_current_a=2258.0; breaking_capacity_ka=56.3,正常运行,0.76,1.0,4.6,0.0,0.0,1.0,4.6,29515.4,0.9998441734417345,84.12,80,17,0.2125,10,1.5,2,0.2,0.49211951219512196,0.6257,58.81707317073171,7800.268292682927,100.0,98.52624360648834,57.10627145029053,60.185,64.0,31.96850393700788,74.75110340505657,良
EQ-0123,张江110kV_避雷器_01,避雷器,110kV,张江110kV变电站,华东,浙江金利华,2012-03-15,20,14,rated_voltage_kv=104.3,正常运行,0.7,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.39736842105263,38,4,0.10526315789473684,9,7.888888888888889,4,0.4444444444444444,0.4980951219512195,0.6208024390243903,58.81707317073171,9012.036585365855,100.0,96.78870235099855,65.32695321880156,76.40921052631579,20.0,38.58267716535434,74.74278040944283,良
EQ-0226,亦庄110kV_隔离开关_03,隔离开关,110kV,亦庄110kV变电站,华北,西门子,2010-12-10,30,16,rated_current_a=3056.1,正常运行,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,83.91052631578947,38,4,0.10526315789473684,9,1.5555555555555556,2,0.2222222222222222,0.6309780487804878,0.7887365853658537,58.81707317073171,9012.036585365855,100.0,96.78870235099855,36.32070124031977,76.16578947368421,60.0,56.955380577427825,74.74228719705907,良
EQ-0087,前海110kV_电力变压器_01,电力变压器,110kV,前海110kV变电站,华南,ABB,2014-02-26,30,12,rated_capacity_mva=183.6; rated_current_a=186.3,正常运行,0.4,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.33250000000001,40,7,0.175,9,2.3333333333333335,2,0.2222222222222222,0.6100536585365853,0.771,63.34878048780488,9334.024390243903,100.0,96.78870235099855,35.709527012838095,66.91625,60.0,71.65354330708661,74.70243770347601,良
EQ-0126,张江110kV_避雷器_04,避雷器,220kV,张江110kV变电站,华东,中国西电,2009-07-17,20,17,rated_voltage_kv=183.2,带病运行,0.85,1.0,3.5,0.0,0.0,1.0,3.5,29516.5,0.9998814363143631,86.45256410256411,78,7,0.08974358974358974,10,0.8,1,0.1,0.622429268292683,0.7838512195121952,58.81707317073171,9012.036585365855,100.0,98.98903381435495,37.66621579665724,79.76474358974359,82.0,22.047244094488207,74.7004858701128,良
EQ-0336,长沙星沙110kV_隔离开关_02,隔离开关,110kV,长沙星沙110kV变电站,华中,西门子,2013-08-18,30,13,rated_current_a=1171.2,正常运行,0.43333333333333335,1.0,9.6,0.0,0.0,1.0,9.6,29510.4,0.9996747967479676,86.31282051282051,39,2,0.05128205128205128,9,3.5555555555555554,2,0.2222222222222222,0.6942365853658536,0.8564292682926828,58.81707317073171,9012.036585365855,100.0,96.42265175254924,23.589971507189418,85.46410256410256,60.0,67.97900262467192,74.62004029903032,良
